DataColeta;IdNumeric;GrupoProduto;Produto;RazaoSocialPosto;CnpjPosto;Distribuidora;Endereço;Complemento;Bairro;Município;Latitude;Longitude;Uf;RegiaoPolitica;Ensaio;Resultado;UnidadeEnsaio;Conforme
2020-04-27;582029;Etanol;ETANOL HIDRATADO COMUM;POSTO PORTO SECO;02.558.546/0001-98;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 324,S/N;KM 09;PIRAJÁ;SALVADOR;-12.90547069;-38.45521981;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-27;582027;Etanol;ETANOL HIDRATADO COMUM;POSTO INEMA;03.067.443/0001-98;BANDEIRA BRANCA;RODOVIA BA  528,S/N;LOTES DE 2 A 4;PARIPE;SALVADOR;-12.83376;-38.46071;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-27;582027;Etanol;ETANOL HIDRATADO COMUM;POSTO INEMA;03.067.443/0001-98;BANDEIRA BRANCA;RODOVIA BA  528,S/N;LOTES DE 2 A 4;PARIPE;SALVADOR;-12.83376;-38.46071;BA;NORDESTE;Condutividade Elétrica;169;µS/m;Sim
2020-04-28;582460;Etanol;ETANOL HIDRATADO COMUM;POSTO SANTA LUZ;05.442.494/0001-88;PETROBAHIA S/A;AVENIDA RAFAEL JAMBEIRO,S/N;;CENTRO;CASTRO ALVES;;;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-28;582460;Etanol;ETANOL HIDRATADO COMUM;POSTO SANTA LUZ;05.442.494/0001-88;PETROBAHIA S/A;AVENIDA RAFAEL JAMBEIRO,S/N;;CENTRO;CASTRO ALVES;;;BA;NORDESTE;Teor Alcoólico;92.7;% massa;Sim
2020-04-28;582457;Etanol;ETANOL HIDRATADO COMUM;J. A. SOBRAL E CIA LTDA;13.799.101/0003-88;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA EDUARDO FROES DA MOTA,5700;;CIDADE NOVA;FEIRA DE SANTANA;-12.232865;-38.95561833;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-28;582457;Etanol;ETANOL HIDRATADO COMUM;J. A. SOBRAL E CIA LTDA;13.799.101/0003-88;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA EDUARDO FROES DA MOTA,5700;;CIDADE NOVA;FEIRA DE SANTANA;-12.232865;-38.95561833;BA;NORDESTE;Cor;Incolor;;Sim
2020-04-28;582455;Etanol;ETANOL HIDRATADO COMUM;AUTO POSTO HORA;04.488.800/0001-54;HORA DISTRIBUIDORA DE PETRÓLEO LTDA.;AVENIDA JOSE BOTELHO,354;;CENTRO;SANTO ESTEVAO;-12.43800959;-39.25292991;BA;NORDESTE;Teor Alcoólico;92.9;% massa;Sim
2020-04-27;581993;Etanol;ETANOL HIDRATADO COMUM;POSTO DE COMBUSTIVEIS JAGUARIBE LTDA;00.187.214/0001-19;BANDEIRA BRANCA;AVENIDA OTAVIO MANGABEIRA,8880;;JAGUARIBE;SALVADOR;-12.96664167;-38.40566167;BA;NORDESTE;Teor de Hidrocarbonetos;Não detectado;;Sim
2020-04-27;581923;Etanol;ETANOL HIDRATADO COMUM;AUTO POSTO BARRACUDA;02.403.522/0001-60;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA RADIAL B,971;;ALTO DA CRUZ;CAMACARI;-12.69135576;-38.33105668;BA;NORDESTE;Potencial Hidrogeniônico (pH);6.5;;Sim
2020-04-27;581921;Etanol;ETANOL HIDRATADO COMUM;ALADAH COMERCIO DE COMBUSTIVEIS E SERVIÇOS LTDA;05.257.314/0001-98;RAIZEN COMBUSTÍVEIS S.A.;CONDOMINIO VALE FLORESTAL,01 E 02;QUADRA A;PORTÃO;LAURO DE FREITAS;-12.879645;-38.29879333;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-27;581921;Etanol;ETANOL HIDRATADO COMUM;ALADAH COMERCIO DE COMBUSTIVEIS E SERVIÇOS LTDA;05.257.314/0001-98;RAIZEN COMBUSTÍVEIS S.A.;CONDOMINIO VALE FLORESTAL,01 E 02;QUADRA A;PORTÃO;LAURO DE FREITAS;-12.879645;-38.29879333;BA;NORDESTE;Condutividade Elétrica;182;µS/m;Sim
2020-04-27;581920;Etanol;ETANOL HIDRATADO COMUM;JOCKEY AUTO POSTO LTDA;11.128.772/0001-20;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA LUIZ TARQUINIO PONTES,157;;CENTRO;LAURO DE FREITAS;-12.892615;-38.32064833;BA;NORDESTE;Teor Alcoólico;92.9;% massa;Sim
2020-04-27;581919;Etanol;ETANOL HIDRATADO COMUM;POSTO VIA ATLANTICA;11.322.064/0007-10;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BA 099, KM 29,S/N;ESTRADA DO COCO;BARRA DO JACUIPE - MONTE GORDO;CAMACARI;-12.71833667;-38.154615;BA;NORDESTE;Cor;Incolor;;Sim
2020-04-27;581919;Etanol;ETANOL HIDRATADO COMUM;POSTO VIA ATLANTICA;11.322.064/0007-10;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BA 099, KM 29,S/N;ESTRADA DO COCO;BARRA DO JACUIPE - MONTE GORDO;CAMACARI;-12.71833667;-38.154615;BA;NORDESTE;Massa Específica a 20°C;810.2;kg/m³;Sim
2020-04-27;581918;Etanol;ETANOL HIDRATADO COMUM;POSTO CAMAÇARI;13.015.680/0001-69;BANDEIRA BRANCA;AVENIDA RADIAL A,173/178;;CENTRO;CAMACARI;-12.69704667;-38.33308667;BA;NORDESTE;Massa Específica a 20°C;809.9;kg/m³;Sim
2020-04-27;581989;Etanol;ETANOL HIDRATADO COMUM;POSTO ALPHAVILLE;01.984.610/0001-30;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA LUIZ VIANA FILHO,S/N;KM 08;TROBOGY;SALVADOR;-12.93740384;-38.39783088;BA;NORDESTE;Condutividade Elétrica;120;µS/m;Sim
2020-04-27;581916;Etanol;ETANOL HIDRATADO COMUM;POSTO QUATRO RODAS;01.878.064/0001-52;BANDEIRA BRANCA;AVENIDA LUIZ TARQUINIO,S/N;LT. 09 E 10 - QD. 19;VILAS DO ATLÂNTICO;LAURO DE FREITAS;-12.882415;-38.30665667;BA;NORDESTE;Teor de Metanol;0.0;% volume;Sim
2020-04-27;581914;Etanol;ETANOL HIDRATADO COMUM;POSTO TREVO;14.486.153/0003-67;PETROBRAS DISTRIBUIDORA S.A.;VIA PERIMETRAL,SN;;POLO PETROQUIMICO;CAMACARI;-12.67363397;-38.33626233;BA;NORDESTE;Teor de Hidrocarbonetos;Não detectado;;Sim
2020-04-29;582790;Etanol;ETANOL HIDRATADO COMUM;JUAZEIRO DERIVADOS DE PETROLEO;16.964.743/0001-11;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA SAARA,S/N;;ALTO DA MARAVILHA;JUAZEIRO;-9.42401333;-40.50050833;BA;NORDESTE;Teor Alcoólico;92.9;% massa;Sim
2020-04-28;582446;Etanol;ETANOL HIDRATADO COMUM;POSTO BAHIA;18.341.159/0001-35;BANDEIRA BRANCA;AVENIDA TRANSNORDESTINA,2060;A;CAMPO LIMPO;FEIRA DE SANTANA;-12.220945;-38.96609;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-28;582442;Etanol;ETANOL HIDRATADO COMUM;POSTO IGUATEMI;42.018.952/0006-97;BANDEIRA BRANCA;AVENIDA JOAO DURVAL CARNEIRO,3600;;CASEB;FEIRA DE SANTANA;-12.24116133;-38.9464235;BA;NORDESTE;Condutividade Elétrica;155;µS/m;Sim
2020-04-28;582442;Etanol;ETANOL HIDRATADO COMUM;POSTO IGUATEMI;42.018.952/0006-97;BANDEIRA BRANCA;AVENIDA JOAO DURVAL CARNEIRO,3600;;CASEB;FEIRA DE SANTANA;-12.24116133;-38.9464235;BA;NORDESTE;Massa Específica a 20°C;809.9;kg/m³;Sim
2020-04-28;582442;Etanol;ETANOL HIDRATADO COMUM;POSTO IGUATEMI;42.018.952/0006-97;BANDEIRA BRANCA;AVENIDA JOAO DURVAL CARNEIRO,3600;;CASEB;FEIRA DE SANTANA;-12.24116133;-38.9464235;BA;NORDESTE;Potencial Hidrogeniônico (pH);6.6;;Sim
2020-04-28;582434;Etanol;ETANOL HIDRATADO COMUM;REDE ATENDBEM;10.603.039/0002-38;BANDEIRA BRANCA;AVENIDA EDUARDO FROES DA MOTA,18658;P. DE COMBUSTIVEIS;JARDIM CRUZEIRO;FEIRA DE SANTANA;-12.23775208;-38.97973748;BA;NORDESTE;Teor de Metanol;0.0;% volume;Sim
2020-04-28;582527;Etanol;ETANOL HIDRATADO COMUM;POSTO SISAL;23.295.864/0001-83;BANDEIRA BRANCA;RUA DA INDEPENDENCIA,30;;DIONISIO MOTA;VALENTE;;;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-28;582527;Etanol;ETANOL HIDRATADO COMUM;POSTO SISAL;23.295.864/0001-83;BANDEIRA BRANCA;RUA DA INDEPENDENCIA,30;;DIONISIO MOTA;VALENTE;;;BA;NORDESTE;Cor;Incolor;;Sim
2020-04-28;582527;Etanol;ETANOL HIDRATADO COMUM;POSTO SISAL;23.295.864/0001-83;BANDEIRA BRANCA;RUA DA INDEPENDENCIA,30;;DIONISIO MOTA;VALENTE;;;BA;NORDESTE;Teor de Hidrocarbonetos;Não detectado;;Sim
2020-04-28;582525;Etanol;ETANOL HIDRATADO COMUM;POSTO CAPELA DO ALTO ALEGRE;26.206.041/0001-22;BANDEIRA BRANCA;RUA MANOEL GONCALVES,SN;;CENTRO;CAPELA DO ALTO ALEGRE;;;BA;NORDESTE;Teor de Hidrocarbonetos;Não detectado;;Sim
2020-04-28;582523;Etanol;ETANOL HIDRATADO COMUM;AUTO POSTO CAJUEIRO;28.749.594/0001-57;BANDEIRA BRANCA;RODOVIA BA 409,KM 06;;COITE A SERRINHA;CONCEICAO DO COITE;;;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-29;582781;Etanol;ETANOL HIDRATADO COMUM;POSTO BRASIL 14;26.736.460/0001-76;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;AVENIDA APROMIANO CAMPOS,970;;CENTRO;EUCLIDES DA CUNHA;-10.51036333;-39.00813;BA;NORDESTE;Teor Alcoólico;92.8;% massa;Sim
2020-04-29;582778;Etanol;ETANOL HIDRATADO COMUM;POSTO CENTRAL 01;16.498.743/0001-73;ALESAT COMBUSTÍVEIS S. A.;AVENIDA RUY BARBOSA,177;SEDE;CENTRO;EUCLIDES DA CUNHA;;;BA;NORDESTE;Teor Alcoólico;92.9;% massa;Sim
2020-04-29;582777;Etanol;ETANOL HIDRATADO COMUM;POSTO SENHOR DO BONFIM;04.425.092/0001-02;BANDEIRA BRANCA;AVENIDA PREFEITO PEDRO RIBEIRO,,753;BR 235;CENTRO;UAUA;;;BA;NORDESTE;Potencial Hidrogeniônico (pH);6.4;;Sim
2020-04-29;582776;Etanol;ETANOL HIDRATADO COMUM;FUTURO DERIVADOS DE PETROLEO LTDA;18.711.930/0001-19;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA JOAO DURVAL CARNEIRO,01;;JOAO XXIII;JUAZEIRO;-9.43642833;-40.49637;BA;NORDESTE;Potencial Hidrogeniônico (pH);6.7;;Sim
2020-04-28;582518;Etanol;ETANOL HIDRATADO COMUM;POSTO AVENIDA;17.659.273/0001-45;BANDEIRA BRANCA;AVENIDA ANTONIO CARLOS MAGALHAES,385;;CENTRO;SERRINHA;;;BA;NORDESTE;Cor;Incolor;;Sim
2020-04-29;582788;Etanol;ETANOL HIDRATADO COMUM;POSTO RALENE;08.008.566/0001-71;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 116 NORTE KM 1,S/N;TERREO;AREA URBANA;EUCLIDES DA CUNHA;;;BA;NORDESTE;Potencial Hidrogeniônico (pH);6.4;;Sim
2020-04-29;582787;Etanol;ETANOL HIDRATADO COMUM;POSTO SAO JORGE;10.852.924/0001-70;HORA DISTRIBUIDORA DE PETRÓLEO LTDA.;AVENIDA ENOCK CANARIO,76;;CENTRO;CANUDOS;;;BA;NORDESTE;Condutividade Elétrica;177;µS/m;Sim
2020-04-29;582787;Etanol;ETANOL HIDRATADO COMUM;POSTO SAO JORGE;10.852.924/0001-70;HORA DISTRIBUIDORA DE PETRÓLEO LTDA.;AVENIDA ENOCK CANARIO,76;;CENTRO;CANUDOS;;;BA;NORDESTE;Potencial Hidrogeniônico (pH);6.7;;Sim
2020-04-29;582785;Etanol;ETANOL HIDRATADO COMUM;M. G. DERIVADOS DE PETRÓLEO LTDA.;00.096.068/0002-05;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RENATO CAMPOS,S/N;BR 116  KM 02 - CASA;CENTRO;EUCLIDES DA CUNHA;;;BA;NORDESTE;Condutividade Elétrica;122;µS/m;Sim
2020-04-29;582785;Etanol;ETANOL HIDRATADO COMUM;M. G. DERIVADOS DE PETRÓLEO LTDA.;00.096.068/0002-05;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RENATO CAMPOS,S/N;BR 116  KM 02 - CASA;CENTRO;EUCLIDES DA CUNHA;;;BA;NORDESTE;Cor;Incolor;;Sim
2020-04-29;582785;Etanol;ETANOL HIDRATADO COMUM;M. G. DERIVADOS DE PETRÓLEO LTDA.;00.096.068/0002-05;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RENATO CAMPOS,S/N;BR 116  KM 02 - CASA;CENTRO;EUCLIDES DA CUNHA;;;BA;NORDESTE;Potencial Hidrogeniônico (pH);6.5;;Sim
2020-04-29;582783;Etanol;ETANOL HIDRATADO COMUM;POSTO CANUDOS;23.074.836/0001-36;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;AVENIDA ENOCK CANARIO,180;;CENTRO;CANUDOS;;;BA;NORDESTE;Condutividade Elétrica;173;µS/m;Sim
2020-04-29;582783;Etanol;ETANOL HIDRATADO COMUM;POSTO CANUDOS;23.074.836/0001-36;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;AVENIDA ENOCK CANARIO,180;;CENTRO;CANUDOS;;;BA;NORDESTE;Massa Específica a 20°C;810.0;kg/m³;Sim
2020-04-28;582478;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO CAPELA DO ALTO ALEGRE;26.206.041/0001-22;BANDEIRA BRANCA;RUA MANOEL GONCALVES,SN;;CENTRO;CAPELA DO ALTO ALEGRE;;;BA;NORDESTE;Destilação - 95%;349.1;°C;Sim
2020-04-28;582478;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO CAPELA DO ALTO ALEGRE;26.206.041/0001-22;BANDEIRA BRANCA;RUA MANOEL GONCALVES,SN;;CENTRO;CAPELA DO ALTO ALEGRE;;;BA;NORDESTE;Cor;Amarelo;;Sim
2020-04-28;582477;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO CARI;63.242.838/0001-01;BANDEIRA BRANCA;AVENIDA GETULIO VARGAS,345;;CENTRO;PE DE SERRA;;;BA;NORDESTE;Cor ASTM;1.5;;Sim
2020-04-28;582477;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO CARI;63.242.838/0001-01;BANDEIRA BRANCA;AVENIDA GETULIO VARGAS,345;;CENTRO;PE DE SERRA;;;BA;NORDESTE;Destilação - 10%;193.3;°C;Sim
2020-04-28;582477;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO CARI;63.242.838/0001-01;BANDEIRA BRANCA;AVENIDA GETULIO VARGAS,345;;CENTRO;PE DE SERRA;;;BA;NORDESTE;Teor de Biodiesel;11.9;% volume;Sim
2020-04-28;582476;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO AVENIDA;17.659.273/0001-45;BANDEIRA BRANCA;AVENIDA ANTONIO CARLOS MAGALHAES,385;;CENTRO;SERRINHA;;;BA;NORDESTE;Massa Específica a 20°C;837.3;kg/m³;Sim
2020-04-28;582475;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;AUTO POSTO CAJUEIRO;28.749.594/0001-57;BANDEIRA BRANCA;RODOVIA BA 409,KM 06;;COITE A SERRINHA;CONCEICAO DO COITE;;;BA;NORDESTE;Destilação - 50%;263.6;°C;Sim
2020-04-28;582474;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO SISAL;23.295.864/0001-83;BANDEIRA BRANCA;RUA DA INDEPENDENCIA,30;;DIONISIO MOTA;VALENTE;;;BA;NORDESTE;Cor ASTM;1.5;;Sim
2020-04-29;582757;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO RALENE;08.008.566/0001-71;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 116 NORTE KM 1,S/N;TERREO;AREA URBANA;EUCLIDES DA CUNHA;;;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-29;582754;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO VIA SHOPPING;13.631.828/0002-70;RAIZEN COMBUSTÍVEIS S.A.;RUA MARANHAO,469;;ITABERABA;JUAZEIRO;-9.45141667;-40.48409167;BA;NORDESTE;Destilação - 50%;263.5;°C;Sim
2020-04-29;582753;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO BRASIL 14;26.736.460/0001-76;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;AVENIDA APROMIANO CAMPOS,970;;CENTRO;EUCLIDES DA CUNHA;-10.51036333;-39.00813;BA;NORDESTE;Massa Específica a 20°C;833.5;kg/m³;Sim
2020-04-28;582398;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO JOMAFA;22.210.990/0001-25;BANDEIRA BRANCA;RUA SENADOR QUINTINO,3090;;TOMBA;FEIRA DE SANTANA;;;BA;NORDESTE;Destilação - 50%;267.0;°C;Sim
2020-04-28;582392;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO IGUATEMI;42.018.952/0006-97;BANDEIRA BRANCA;AVENIDA JOAO DURVAL CARNEIRO,3600;;CASEB;FEIRA DE SANTANA;-12.24116133;-38.9464235;BA;NORDESTE;Teor de Enxofre;3.5;mg/kg;Sim
2020-04-28;582480;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO VILA TOIDE;32.696.700/0001-59;BANDEIRA BRANCA;AVENIDA LUIZ EDUARDO MAGALHÃES,55;;VILA TOIDE;CONCEICAO DO COITE;;;BA;NORDESTE;Destilação - 90%;349.0;°C;Sim
2020-04-28;582480;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO VILA TOIDE;32.696.700/0001-59;BANDEIRA BRANCA;AVENIDA LUIZ EDUARDO MAGALHÃES,55;;VILA TOIDE;CONCEICAO DO COITE;;;BA;NORDESTE;Teor de Enxofre;126.0;mg/kg;Sim
2020-04-28;582479;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO SANTA ROSA;26.190.716/0001-92;BANDEIRA BRANCA;RODOVIA BA 411,S/N;KM    02;SANTA ROSA;BARROCAS;;;BA;NORDESTE;Ponto de Fulgor;40.0;°C;Sim
2020-04-28;582479;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO SANTA ROSA;26.190.716/0001-92;BANDEIRA BRANCA;RODOVIA BA 411,S/N;KM    02;SANTA ROSA;BARROCAS;;;BA;NORDESTE;Teor de Biodiesel;12.4;% volume;Sim
2020-04-29;582791;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;JUAZEIRO DERIVADOS DE PETROLEO;16.964.743/0001-11;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA SAARA,S/N;;ALTO DA MARAVILHA;JUAZEIRO;-9.42401333;-40.50050833;BA;NORDESTE;Destilação - 85%;339.5;°C;Sim
2020-04-29;582791;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;JUAZEIRO DERIVADOS DE PETROLEO;16.964.743/0001-11;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA SAARA,S/N;;ALTO DA MARAVILHA;JUAZEIRO;-9.42401333;-40.50050833;BA;NORDESTE;Massa Específica a 20°C;838.8;kg/m³;Sim
2020-04-29;582762;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;M. G. DERIVADOS DE PETRÓLEO LTDA.;00.096.068/0002-05;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA RENATO CAMPOS,S/N;BR 116  KM 02 - CASA;CENTRO;EUCLIDES DA CUNHA;;;BA;NORDESTE;Destilação - 50%;274.9;°C;Sim
2020-04-29;582761;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO SENHOR DO BONFIM;04.425.092/0001-02;BANDEIRA BRANCA;AVENIDA PREFEITO PEDRO RIBEIRO,,753;BR 235;CENTRO;UAUA;;;BA;NORDESTE;Destilação - 85%;335.4;°C;Sim
2020-04-29;582761;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO SENHOR DO BONFIM;04.425.092/0001-02;BANDEIRA BRANCA;AVENIDA PREFEITO PEDRO RIBEIRO,,753;BR 235;CENTRO;UAUA;;;BA;NORDESTE;Ponto de Fulgor;42.0;°C;Sim
2020-04-29;582761;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO SENHOR DO BONFIM;04.425.092/0001-02;BANDEIRA BRANCA;AVENIDA PREFEITO PEDRO RIBEIRO,,753;BR 235;CENTRO;UAUA;;;BA;NORDESTE;Cor;Vermelho;;Sim
2020-04-28;582486;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO MANGUEIRA;04.471.834/0001-36;BANDEIRA BRANCA;RUA HONORINA MIRANDA DE SOUZA,550;;CENTRO;PE DE SERRA;;;BA;NORDESTE;Massa Específica a 20°C;837.8;kg/m³;Sim
2020-04-28;582485;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO AVENIDA;18.357.751/0001-25;BANDEIRA BRANCA;RUA DO CEMITERIO,72;;CENTRO;BARROCAS;;;BA;NORDESTE;Destilação - 85%;340.8;°C;Sim
2020-04-28;582485;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO AVENIDA;18.357.751/0001-25;BANDEIRA BRANCA;RUA DO CEMITERIO,72;;CENTRO;BARROCAS;;;BA;NORDESTE;Teor de Enxofre;170.0;mg/kg;Sim
2020-04-28;582484;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO SAO DOMINGOS;10.584.056/0001-94;BANDEIRA BRANCA;AVENIDA AYRTON SENNA,,160;CASA;CENTRO;SAO DOMINGOS;;;BA;NORDESTE;Teor de Enxofre;143.0;mg/kg;Sim
2020-04-28;582483;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO RITIRO LTDA - EPP;02.717.556/0001-29;BANDEIRA BRANCA;TRAVESSA BELO HORIZONTE,341;;CENTRO;RETIROLANDIA;;;BA;NORDESTE;Cor;Vermelho;;Sim
2020-04-28;582481;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO ALIANCA;14.731.805/0001-10;PETROSERRA DISTRIBUIDORA DE PETRÓLEO LTDA;RUA JOSE ROQUE DE OLIVEIRA,405;CASA;MORUMBI;ARACI;;;BA;NORDESTE;Cor;Vermelho;;Sim
2020-04-28;582413;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO BAHIA;18.341.159/0001-35;BANDEIRA BRANCA;AVENIDA TRANSNORDESTINA,2060;A;CAMPO LIMPO;FEIRA DE SANTANA;-12.220945;-38.96609;BA;NORDESTE;Destilação - 90%;349.2;°C;Sim
2020-04-28;582413;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO BAHIA;18.341.159/0001-35;BANDEIRA BRANCA;AVENIDA TRANSNORDESTINA,2060;A;CAMPO LIMPO;FEIRA DE SANTANA;-12.220945;-38.96609;BA;NORDESTE;Ponto de Fulgor;42.0;°C;Sim
2020-04-28;582411;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO HORA;04.488.800/0001-54;HORA DISTRIBUIDORA DE PETRÓLEO LTDA.;AVENIDA JOSE BOTELHO,354;;CENTRO;SANTO ESTEVAO;-12.43800959;-39.25292991;BA;NORDESTE;Destilação - 85%;340.5;°C;Sim
2020-04-28;582405;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO PORTO BRASIL - SANTO ESTEVAO;03.010.885/0002-89;BANDEIRA BRANCA;RODOVIA BR 116, KM 487,1,S/N;;ZONA URBANA;SANTO ESTEVAO;-12.47740443;-39.3058403;BA;NORDESTE;Cor;Vermelho;;Sim
2020-04-28;582405;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO PORTO BRASIL - SANTO ESTEVAO;03.010.885/0002-89;BANDEIRA BRANCA;RODOVIA BR 116, KM 487,1,S/N;;ZONA URBANA;SANTO ESTEVAO;-12.47740443;-39.3058403;BA;NORDESTE;Teor de Enxofre;132.0;mg/kg;Sim
2020-04-28;582403;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO SANTA LUZ;05.442.494/0001-88;PETROBAHIA S/A;AVENIDA RAFAEL JAMBEIRO,S/N;;CENTRO;CASTRO ALVES;;;BA;NORDESTE;Teor de Enxofre;137.0;mg/kg;Sim
2020-04-28;582400;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO GRAO DE OURO;13.569.064/0031-75;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 116 - SUL,S/N;"KM: 485 E 800 METROS;";ZONA RURAL;ANTONIO CARDOSO;;;BA;NORDESTE;Destilação - 90%;348.7;°C;Sim
2020-04-28;582400;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO GRAO DE OURO;13.569.064/0031-75;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 116 - SUL,S/N;"KM: 485 E 800 METROS;";ZONA RURAL;ANTONIO CARDOSO;;;BA;NORDESTE;Ponto de Fulgor;42.0;°C;Sim
2020-04-27;581896;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO GUARANY;23.642.519/0001-79;BANDEIRA BRANCA;VIA PARAFUSO,1251;;AREIA BRANCA;LAURO DE FREITAS;-12.83267;-38.35707667;BA;NORDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-27;581895;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;ALADAH COMERCIO DE COMBUSTIVEIS E SERVIÇOS LTDA;05.257.314/0001-98;RAIZEN COMBUSTÍVEIS S.A.;CONDOMINIO VALE FLORESTAL,01 E 02;QUADRA A;PORTÃO;LAURO DE FREITAS;-12.879645;-38.29879333;BA;NORDESTE;Teor de Enxofre;13.0;mg/kg;Sim
2020-04-27;581894;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO QUATRO RODAS;01.878.064/0001-52;BANDEIRA BRANCA;AVENIDA LUIZ TARQUINIO,S/N;LT. 09 E 10 - QD. 19;VILAS DO ATLÂNTICO;LAURO DE FREITAS;-12.882415;-38.30665667;BA;NORDESTE;Cor;Amarelo;;Sim
2020-04-27;581893;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO CAMAÇARI;13.015.680/0001-69;BANDEIRA BRANCA;AVENIDA RADIAL A,173/178;;CENTRO;CAMACARI;-12.69704667;-38.33308667;BA;NORDESTE;Destilação - 95%;346.8;°C;Sim
2020-04-27;581890;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO INTERLAGOS;15.151.046/0024-75;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BA 99,S/N;KM 21;AREMBEPE;CAMACARI;-12.80011901;-38.2150379;BA;NORDESTE;Teor de Biodiesel;11.7;% volume;Sim
