DataColeta;IdNumeric;GrupoProduto;Produto;RazaoSocialPosto;CnpjPosto;Distribuidora;Endereço;Complemento;Bairro;Município;Latitude;Longitude;Uf;RegiaoPolitica;Ensaio;Resultado;UnidadeEnsaio;Conforme
2020-04-28;582282;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;AUTO POSTO JARDIM SOCIAL LTDA;30.079.522/0001-91;IPIRANGA PRODUTOS DE PETRÓLEO S.A;RUA PERCY FELICIANO DE CASTILHO,185;;BAIRRO ALTO;CURITIBA;-25.41582097;-49.21624208;PR;SUL;Destilação - 50%;277.9;°C;Sim
2020-04-28;582281;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO KS;27.641.445/0001-07;RAIZEN COMBUSTÍVEIS S.A.;RUA ALCINO GUANABARA,1410;;HAUER;CURITIBA;-25.48327265;-49.2535461;PR;SUL;Cor;Amarelo;;Sim
2020-04-28;582281;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO KS;27.641.445/0001-07;RAIZEN COMBUSTÍVEIS S.A.;RUA ALCINO GUANABARA,1410;;HAUER;CURITIBA;-25.48327265;-49.2535461;PR;SUL;Destilação - 50%;278.2;°C;Sim
2020-04-28;582281;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO KS;27.641.445/0001-07;RAIZEN COMBUSTÍVEIS S.A.;RUA ALCINO GUANABARA,1410;;HAUER;CURITIBA;-25.48327265;-49.2535461;PR;SUL;Ponto de Fulgor;59.0;°C;Sim
2020-04-28;582279;Óleo Diesel;ÓLEO DIESEL B S10 COMUM;POSTO PARIS II;81.894.297/0001-88;IPIRANGA PRODUTOS DE PETRÓLEO S.A;RUA ANA BERTA ROSKAMP,15;ESQ.BR 277;JD.DAS AMERICAS;CURITIBA;-25.45322276;-49.22680045;PR;SUL;Teor de Biodiesel;12.0;% volume;Sim
2020-04-29;582161;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO JULINHO;83.110.726/0002-95;RAIZEN MIME COMBUSTIVEIS S/A.;RODOVIA BR 470,S/N;KM 39;CENTRO;GASPAR;-26.91468333;-48.97035667;SC;SUL;Destilação - 85%;346.0;°C;Sim
2020-04-28;582153;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTOS SONHO MEU ESTADIO;16.581.045/0004-80;PETROBRAS DISTRIBUIDORA S.A.;RUA GETULIO VARGAS,176;;CENTRO;CAMBORIU;-27.02249303;-48.64854836;SC;SUL;Destilação - 90%;357.4;°C;Sim
2020-04-29;582173;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO CORDEIROS LTDA;77.859.288/0001-89;IPIRANGA PRODUTOS DE PETRÓLEO S.A;RUA DR. REINALDO SCMITHAUSEN,169;;CORDEIROS;ITAJAI;-26.88849848;-48.68543655;SC;SUL;Teor de Biodiesel;11.9;% volume;Sim
2020-04-29;582171;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO THIAVAN;03.280.280/0001-27;IPIRANGA PRODUTOS DE PETRÓLEO S.A;RUA PEDRO CRISTIANO DE MIRANDA,761;;SÃO VICENTE;ITAJAI;-26.90457833;-48.69452;SC;SUL;Massa Específica a 20°C;845.6;kg/m³;Sim
2020-04-29;582171;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO THIAVAN;03.280.280/0001-27;IPIRANGA PRODUTOS DE PETRÓLEO S.A;RUA PEDRO CRISTIANO DE MIRANDA,761;;SÃO VICENTE;ITAJAI;-26.90457833;-48.69452;SC;SUL;Teor de Enxofre;240.3;mg/kg;Sim
2020-04-29;582169;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO POPULAR;34.001.730/0001-29;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO EIRELI;RUA BRUSQUE,1720;;CENTRO;GUABIRUBA;;;SC;SUL;Destilação - 90%;363.4;°C;Sim
2020-04-29;582169;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO POPULAR;34.001.730/0001-29;AMERICANOIL DISTRIBUIDORA DE DERIVADOS DE PETRÓLEO EIRELI;RUA BRUSQUE,1720;;CENTRO;GUABIRUBA;;;SC;SUL;Ponto de Fulgor;41.0;°C;Sim
2020-04-29;582167;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO PINOTTI LTDA;00.577.709/0001-54;IPIRANGA PRODUTOS DE PETRÓLEO S.A;RUA AUGUSTO KLOPOTH,751;;CENTRO;BRUSQUE;-27.15477653;-48.90138597;SC;SUL;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-29;582165;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO SANTA LUZIA LTDA;81.630.246/0001-49;PETROBRAS DISTRIBUIDORA S.A.;RUA FLORIANOPOLIS,1425;;CENTRO;BRUSQUE;-27.13729909;-48.89832358;SC;SUL;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-29;582165;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO SANTA LUZIA LTDA;81.630.246/0001-49;PETROBRAS DISTRIBUIDORA S.A.;RUA FLORIANOPOLIS,1425;;CENTRO;BRUSQUE;-27.13729909;-48.89832358;SC;SUL;Cor;Vermelho;;Sim
2020-04-29;582164;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO MIMIM 7;22.794.128/0005-30;RODOIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;AVENIDA DOUTOR REINALDO SCHMITHAUSEN,1326;;CORDEIROS;ITAJAI;-26.88445799;-48.6957115;SC;SUL;Cor;Vermelho;;Sim
2020-04-29;582164;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO MIMIM 7;22.794.128/0005-30;RODOIL DISTRIBUIDORA DE COMBUSTÍVEIS LTDA;AVENIDA DOUTOR REINALDO SCHMITHAUSEN,1326;;CORDEIROS;ITAJAI;-26.88445799;-48.6957115;SC;SUL;Destilação - 85%;339.7;°C;Sim
2020-04-28;582276;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO BISSAU;07.173.229/0001-77;RAIZEN COMBUSTÍVEIS S.A.;RUA DAVID TOWS,3000;;SITIO CERCADO;CURITIBA;-25.53833861;-49.25451185;PR;SUL;Ponto de Fulgor;41.0;°C;Sim
2020-04-29;582219;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;PUPPI & PUPPI LTDA;08.941.063/0001-54;REJAILE DISTRIBUIDORA DE PETRÓLEO LTDA;RUA BENJAMIM CONSTANT TEIXEIRA,927;;CENTRO;BOCAIUVA DO SUL;;;PR;SUL;Destilação - 85%;340.6;°C;Sim
2020-04-29;582218;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;GASOL COMERCIO DE DERIVADOS;75.047.266/0002-70;BANDEIRA BRANCA;AVENIDA TIAGO PEIXOTO,2626;;CENTRO;ANTONINA;;;PR;SUL;Destilação - 10%;195.9;°C;Sim
2020-04-29;582217;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;COMÉRCIO DE COMBUSTÍVEIS DP 2000 LTDA;03.658.024/0001-20;BANDEIRA BRANCA;AVENIDA VISCONDE DO RIO BRANCO,4320;;COROADOS;GUARATUBA;-25.92686971;-48.58141482;PR;SUL;Cor;Vermelho;;Sim
2020-04-29;582217;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;COMÉRCIO DE COMBUSTÍVEIS DP 2000 LTDA;03.658.024/0001-20;BANDEIRA BRANCA;AVENIDA VISCONDE DO RIO BRANCO,4320;;COROADOS;GUARATUBA;-25.92686971;-48.58141482;PR;SUL;Ponto de Fulgor;45.0;°C;Sim
2020-04-29;582215;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO CARAVELAS;03.409.275/0001-71;BANDEIRA BRANCA;RODOVIA PR 412,S/N;KM 22,5  AVENIDA DAS PRAIAS;BALNEARIO DE CARAVELAS;MATINHOS;-25.72848049;-48.48875119;PR;SUL;Destilação - 90%;347.9;°C;Sim
2020-04-29;582215;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO CARAVELAS;03.409.275/0001-71;BANDEIRA BRANCA;RODOVIA PR 412,S/N;KM 22,5  AVENIDA DAS PRAIAS;BALNEARIO DE CARAVELAS;MATINHOS;-25.72848049;-48.48875119;PR;SUL;Teor de Biodiesel;11.9;% volume;Sim
2020-04-29;582214;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;GEOMETRICA AUTO POSTO;05.041.804/0001-52;BANDEIRA BRANCA;AVENIDA SEBASTIAO CABOTO,9549;;PRAIA DE SHANGRI-LA;PONTAL DO PARANA;-25.62462261;-48.42560187;PR;SUL;Destilação - 90%;349.6;°C;Sim
2020-04-28;582211;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO COSTA BRAVA;01.673.704/0001-98;BANDEIRA BRANCA;RODOVIA BR 116,S/N;KM 72;CUPIM;QUATRO BARRAS;-25.31725112;-49.01755777;PR;SUL;Destilação - 85%;343.0;°C;Sim
2020-04-28;582211;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO COSTA BRAVA;01.673.704/0001-98;BANDEIRA BRANCA;RODOVIA BR 116,S/N;KM 72;CUPIM;QUATRO BARRAS;-25.31725112;-49.01755777;PR;SUL;Ponto de Fulgor;59.0;°C;Sim
2020-04-28;582211;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO COSTA BRAVA;01.673.704/0001-98;BANDEIRA BRANCA;RODOVIA BR 116,S/N;KM 72;CUPIM;QUATRO BARRAS;-25.31725112;-49.01755777;PR;SUL;Teor de Biodiesel;11.9;% volume;Sim
2020-04-28;582210;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;DINOSSAURO SUL;04.313.302/0001-70;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 116,S/N;KM 22,5 (SP/PR);SAO SEBASTIAO;ANTONINA;-25.10845273;-48.74613409;PR;SUL;Destilação - 90%;359.2;°C;Sim
2020-04-28;582210;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;DINOSSAURO SUL;04.313.302/0001-70;PETROBRAS DISTRIBUIDORA S.A.;RODOVIA BR 116,S/N;KM 22,5 (SP/PR);SAO SEBASTIAO;ANTONINA;-25.10845273;-48.74613409;PR;SUL;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-28;582291;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;AUTO POSTO PETRO PORTAO LTDA;28.063.562/0001-01;BANDEIRA BRANCA;RUA AMADEU DO AMARAL,1315;;PORTAO;CURITIBA;-25.46904167;-49.31358167;PR;SUL;Massa Específica a 20°C;847.1;kg/m³;Sim
2020-04-28;582287;Óleo Diesel;ÓLEO DIESEL B S500 COMUM;POSTO MASTER;03.283.663/0001-59;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA BRASILIA,5125;;NOVO MUNDO;CURITIBA;-25.49039235;-49.29046766;PR;SUL;Massa Específica a 20°C;845.2;kg/m³;Sim
2020-04-28;582044;Gasolina;GASOLINA C ADITIVADA;POSTO TIMBOZAO ITAPERUNA;25.032.853/0001-36;BANDEIRA BRANCA;AVENIDA PRESIDENTE DUTRA,1099;;CIDADE NOVA;ITAPERUNA;;;RJ;SUDESTE;Destilação - 10%;52.5;°C;Sim
2020-04-02;580927;Gasolina;GASOLINA C ADITIVADA;AUTO POSTO NOVO AMERICAS LTDA;29.035.826/0001-78;BANDEIRA BRANCA;AVENIDA DAS AMERICAS,15550;LOT 1 PAL 45139;RECREIO DOS BANDEIRANTES;RIO DE JANEIRO;;;RJ;SUDESTE;Destilação - PFE;188.0;°C;Sim
2020-04-02;580924;Gasolina;GASOLINA C ADITIVADA;POSTO BARRA LINDA LTDA;39.535.059/0001-10;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA DAS AMERICAS,7000;;BARRA DA TIJUCA;RIO DE JANEIRO;-22.99847;-43.38492333;RJ;SUDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-20;581376;Gasolina;GASOLINA C ADITIVADA;AUTO POSTO LACASEMA;30.799.456/0001-24;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA ALMTE JAIR CARNEIRO TOSCANO DE BRITO,417;;PARQUE DAS PALMEIRAS;ANGRA DOS REIS;-23.000685;-44.30332167;RJ;SUDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-20;581376;Gasolina;GASOLINA C ADITIVADA;AUTO POSTO LACASEMA;30.799.456/0001-24;RAIZEN COMBUSTÍVEIS S.A.;AVENIDA ALMTE JAIR CARNEIRO TOSCANO DE BRITO,417;;PARQUE DAS PALMEIRAS;ANGRA DOS REIS;-23.000685;-44.30332167;RJ;SUDESTE;Teor de Etanol;27;% volume;Sim
2020-04-02;580919;Gasolina;GASOLINA C ADITIVADA;POSTO FREEWAY RECREIO;04.971.802/0001-08;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA DAS AMERICAS,10495;;BARRA DA TIJUCA;RIO DE JANEIRO;-23.00099833;-43.41506167;RJ;SUDESTE;Destilação - Resíduo;1.3;% volume;Sim
2020-04-29;582468;Gasolina;GASOLINA C ADITIVADA;POSTO TEXACO ALEGRENSE;39.321.195/0001-07;IPIRANGA PRODUTOS DE PETRÓLEO S.A;RUA MONSENHOR PAVESI,153;0;CENTRO;ALEGRE;;;ES;SUDESTE;Destilação - Resíduo;1.3;% volume;Sim
2020-04-02;580919;Gasolina;GASOLINA C ADITIVADA;POSTO FREEWAY RECREIO;04.971.802/0001-08;IPIRANGA PRODUTOS DE PETRÓLEO S.A;AVENIDA DAS AMERICAS,10495;;BARRA DA TIJUCA;RIO DE JANEIRO;-23.00099833;-43.41506167;RJ;SUDESTE;Massa Específica a 20°C;742.8;kg/m³;Sim
2020-04-30;582596;Gasolina;GASOLINA C ADITIVADA;POSTO ABC;03.413.550/0001-20;BANDEIRA BRANCA;RODOVIA 297 KM 01,000;CASA;SAO JOSE DAS TORRES;MIMOSO DO SUL;;;ES;SUDESTE;Destilação - 90%;156.0;°C;Sim
2020-04-29;582458;Gasolina;GASOLINA C ADITIVADA;POSTO J. C. LASTENIO;10.203.464/0001-59;PETROBRAS DISTRIBUIDORA S.A.;PRACA RUY BARBOSA,97/123;;CENTRO;ALEGRE;;;ES;SUDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-30;582579;Gasolina;GASOLINA C ADITIVADA;AUTO POSTO GUACUI LTDA;15.282.814/0001-33;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;RUA PROJETADA,SN;"LOTE: 01; QUADRA: 02;";LOTEAMENTO AULER LUDOLF THOME;GUACUI;;;ES;SUDESTE;Destilação - 90%;158.7;°C;Sim
2020-04-30;582579;Gasolina;GASOLINA C ADITIVADA;AUTO POSTO GUACUI LTDA;15.282.814/0001-33;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;RUA PROJETADA,SN;"LOTE: 01; QUADRA: 02;";LOTEAMENTO AULER LUDOLF THOME;GUACUI;;;ES;SUDESTE;Destilação - PFE;199.6;°C;Sim
2020-04-30;582576;Gasolina;GASOLINA C ADITIVADA;AUTO POSTO CANTAO LTDA;30.789.119/0001-56;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 482 KM 96',S/N;;SEDE;GUACUI;;;ES;SUDESTE;Destilação - 10%;53.8;°C;Sim
2020-04-30;582576;Gasolina;GASOLINA C ADITIVADA;AUTO POSTO CANTAO LTDA;30.789.119/0001-56;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 482 KM 96',S/N;;SEDE;GUACUI;;;ES;SUDESTE;Destilação - 50%;70.2;°C;Sim
2020-04-30;582576;Gasolina;GASOLINA C ADITIVADA;AUTO POSTO CANTAO LTDA;30.789.119/0001-56;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 482 KM 96',S/N;;SEDE;GUACUI;;;ES;SUDESTE;Teor de Enxofre;34.0;mg/kg;Sim
2020-04-21;581437;Gasolina;GASOLINA C ADITIVADA;AUTO POSTO BARRA DO VALE LTDA.;07.195.629/0001-83;BANDEIRA BRANCA;AVENIDA PRESIDENTE KENNEDY,3601;;ANO BOM;BARRA MANSA;-22.53169089;-44.14209418;RJ;SUDESTE;Destilação - 90%;142.7;°C;Sim
2020-04-21;581406;Gasolina;GASOLINA C ADITIVADA;POSTO UNIVERSIDADE BM LTDA;05.097.377/0001-24;BANDEIRA BRANCA;RUA DR MARIO RAMOS,273;;CENTRO;BARRA MANSA;-22.54750889;-44.17041118;RJ;SUDESTE;Destilação - 50%;69.5;°C;Sim
2020-04-21;581406;Gasolina;GASOLINA C ADITIVADA;POSTO UNIVERSIDADE BM LTDA;05.097.377/0001-24;BANDEIRA BRANCA;RUA DR MARIO RAMOS,273;;CENTRO;BARRA MANSA;-22.54750889;-44.17041118;RJ;SUDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-21;581406;Gasolina;GASOLINA C ADITIVADA;POSTO UNIVERSIDADE BM LTDA;05.097.377/0001-24;BANDEIRA BRANCA;RUA DR MARIO RAMOS,273;;CENTRO;BARRA MANSA;-22.54750889;-44.17041118;RJ;SUDESTE;Massa Específica a 20°C;733.6;kg/m³;Sim
2020-04-21;581395;Gasolina;GASOLINA C ADITIVADA;POSTO PARATY;35.898.451/0001-72;BANDEIRA BRANCA;AVENIDA ROBERTO SILVEIRA,497;;CHACARA;PARATY;-23.22003126;-44.72019582;RJ;SUDESTE;Massa Específica a 20°C;730.4;kg/m³;Sim
2020-04-20;581386;Gasolina;GASOLINA C ADITIVADA;POSTO MONTE CRISTO LTDA;28.678.415/0001-38;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA PRESIDENTE DUTRA,9;KM 271;MONTE CRISTO;BARRA MANSA;-22.56244547;-44.17112004;RJ;SUDESTE;Destilação - 90%;148.0;°C;Sim
2020-04-02;580885;Gasolina;GASOLINA C ADITIVADA;POSTO CONQUISTA;12.493.473/0001-57;BANDEIRA BRANCA;RUA DARKE DE MATOS,230;;HIGIENOPOLIS;RIO DE JANEIRO;-22.873565;-43.26482667;RJ;SUDESTE;Destilação - PFE;203.8;°C;Sim
2020-04-21;581382;Gasolina;GASOLINA C ADITIVADA;MARGARIDA DE RIO CLARO AUTO POSTO LTDA;00.498.021/0001-89;ALESAT COMBUSTÍVEIS S. A.;RUA VICENTE PANAINO,285;;CENTRO;RIO CLARO;-22.72496119;-44.13110239;RJ;SUDESTE;Destilação - 10%;52.0;°C;Sim
2020-04-21;581382;Gasolina;GASOLINA C ADITIVADA;MARGARIDA DE RIO CLARO AUTO POSTO LTDA;00.498.021/0001-89;ALESAT COMBUSTÍVEIS S. A.;RUA VICENTE PANAINO,285;;CENTRO;RIO CLARO;-22.72496119;-44.13110239;RJ;SUDESTE;Massa Específica a 20°C;726.0;kg/m³;Sim
2020-04-20;581379;Gasolina;GASOLINA C ADITIVADA;AUTO POSTO NOSSA SENHORA;03.392.872/0001-30;RAIZEN COMBUSTÍVEIS S.A.;RUA DO AREAL,294;;PARQUE PEREQUE (MAMBUCABA);ANGRA DOS REIS;-23.01998167;-44.53442167;RJ;SUDESTE;Destilação - PFE;188.5;°C;Sim
2020-04-02;580882;Gasolina;GASOLINA C ADITIVADA;NOSSO POSTO DE GASOLINA SUBURBANO LTDA;33.204.280/0001-09;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA DOM HELDER CAMARA,5891;;ENGENHO DE DENTRO;RIO DE JANEIRO;-22.88694667;-43.28796333;RJ;SUDESTE;Destilação - 90%;150.1;°C;Sim
2020-04-02;580882;Gasolina;GASOLINA C ADITIVADA;NOSSO POSTO DE GASOLINA SUBURBANO LTDA;33.204.280/0001-09;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA DOM HELDER CAMARA,5891;;ENGENHO DE DENTRO;RIO DE JANEIRO;-22.88694667;-43.28796333;RJ;SUDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-02;580867;Gasolina;GASOLINA C ADITIVADA;POSTO DE SERVICOS KIM LTDA;42.379.636/0001-36;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA MERITI,2410;;VILA DA PENHA;RIO DE JANEIRO;-22.83907;-43.310865;RJ;SUDESTE;Destilação - PFE;214.0;°C;Sim
2020-04-02;580867;Gasolina;GASOLINA C ADITIVADA;POSTO DE SERVICOS KIM LTDA;42.379.636/0001-36;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA MERITI,2410;;VILA DA PENHA;RIO DE JANEIRO;-22.83907;-43.310865;RJ;SUDESTE;Destilação - 50%;70.5;°C;Sim
2020-04-02;580867;Gasolina;GASOLINA C ADITIVADA;POSTO DE SERVICOS KIM LTDA;42.379.636/0001-36;PETROBRAS DISTRIBUIDORA S.A.;AVENIDA MERITI,2410;;VILA DA PENHA;RIO DE JANEIRO;-22.83907;-43.310865;RJ;SUDESTE;Destilação - Resíduo;1.3;% volume;Sim
2020-04-21;581445;Gasolina;GASOLINA C ADITIVADA;POSTO SAUDADE;02.720.668/0001-39;BANDEIRA BRANCA;AVENIDA HOMERO LEITE,227;227 A;SAUDADE;BARRA MANSA;-22.53206821;-44.18586057;RJ;SUDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-21;581445;Gasolina;GASOLINA C ADITIVADA;POSTO SAUDADE;02.720.668/0001-39;BANDEIRA BRANCA;AVENIDA HOMERO LEITE,227;227 A;SAUDADE;BARRA MANSA;-22.53206821;-44.18586057;RJ;SUDESTE;Destilação - 50%;69.1;°C;Sim
2020-04-21;581439;Gasolina;GASOLINA C ADITIVADA;POSTO PIGA 2000 LTDA;03.557.850/0001-83;BANDEIRA BRANCA;AVENIDA TRES DE OUTUBRO,411;;JARDIM BOA VISTA;BARRA MANSA;-22.53644302;-44.18576006;RJ;SUDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-21;581439;Gasolina;GASOLINA C ADITIVADA;POSTO PIGA 2000 LTDA;03.557.850/0001-83;BANDEIRA BRANCA;AVENIDA TRES DE OUTUBRO,411;;JARDIM BOA VISTA;BARRA MANSA;-22.53644302;-44.18576006;RJ;SUDESTE;Cor;Verde;;Sim
2020-04-30;582436;Gasolina;GASOLINA C ADITIVADA;XODO POSTO E SERVIÇOS;05.540.826/0001-67;IPIRANGA PRODUTOS DE PETRÓLEO S.A;RODOVIA BR 482,S/N;KM 93,5;SANTA CECÍLIA;GUACUI;;;ES;SUDESTE;Teor de Etanol;26;% volume;Sim
2020-04-21;581445;Gasolina;GASOLINA C ADITIVADA;POSTO SAUDADE;02.720.668/0001-39;BANDEIRA BRANCA;AVENIDA HOMERO LEITE,227;227 A;SAUDADE;BARRA MANSA;-22.53206821;-44.18586057;RJ;SUDESTE;Destilação - PFE;185.1;°C;Sim
2020-04-01;580969;Gasolina;GASOLINA C ADITIVADA;AUTO CENTER QUEIMADOS;07.644.855/0001-02;BANDEIRA BRANCA;AVENIDA DOUTOR PEDRO JORGE,239;LOJA A;CENTRO;QUEIMADOS;-22.71366167;-43.55579167;RJ;SUDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-01;580969;Gasolina;GASOLINA C ADITIVADA;AUTO CENTER QUEIMADOS;07.644.855/0001-02;BANDEIRA BRANCA;AVENIDA DOUTOR PEDRO JORGE,239;LOJA A;CENTRO;QUEIMADOS;-22.71366167;-43.55579167;RJ;SUDESTE;Destilação - 10%;52.5;°C;Sim
2020-04-01;580966;Gasolina;GASOLINA C ADITIVADA;POSTO NOVA QUEIMADOS LTDA;07.291.814/0001-71;BANDEIRA BRANCA;RUA VEREADOR MARINHO  HEMETERIO OLIVEIRA,1201;;CENTRO;QUEIMADOS;-22.72633167;-43.55907;RJ;SUDESTE;Massa Específica a 20°C;730.6;kg/m³;Sim
2020-04-01;580966;Gasolina;GASOLINA C ADITIVADA;POSTO NOVA QUEIMADOS LTDA;07.291.814/0001-71;BANDEIRA BRANCA;RUA VEREADOR MARINHO  HEMETERIO OLIVEIRA,1201;;CENTRO;QUEIMADOS;-22.72633167;-43.55907;RJ;SUDESTE;Teor de Etanol;27;% volume;Sim
2020-04-23;581667;Gasolina;GASOLINA C ADITIVADA;LIRIO DO VALE COMBUSTIVEIS LTDA;05.422.163/0001-86;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 101,S/N;KM 221;MARATUA;SILVA JARDIM;-22.51701333;-42.331095;RJ;SUDESTE;Destilação - 50%;67.5;°C;Sim
2020-04-23;581667;Gasolina;GASOLINA C ADITIVADA;LIRIO DO VALE COMBUSTIVEIS LTDA;05.422.163/0001-86;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 101,S/N;KM 221;MARATUA;SILVA JARDIM;-22.51701333;-42.331095;RJ;SUDESTE;Aspecto;Límpido e isento de impurezas (LII);;Sim
2020-04-23;581667;Gasolina;GASOLINA C ADITIVADA;LIRIO DO VALE COMBUSTIVEIS LTDA;05.422.163/0001-86;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 101,S/N;KM 221;MARATUA;SILVA JARDIM;-22.51701333;-42.331095;RJ;SUDESTE;Destilação - PFE;195.0;°C;Sim
2020-04-23;581667;Gasolina;GASOLINA C ADITIVADA;LIRIO DO VALE COMBUSTIVEIS LTDA;05.422.163/0001-86;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 101,S/N;KM 221;MARATUA;SILVA JARDIM;-22.51701333;-42.331095;RJ;SUDESTE;Destilação - Resíduo;1.3;% volume;Sim
2020-04-23;581667;Gasolina;GASOLINA C ADITIVADA;LIRIO DO VALE COMBUSTIVEIS LTDA;05.422.163/0001-86;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA BR 101,S/N;KM 221;MARATUA;SILVA JARDIM;-22.51701333;-42.331095;RJ;SUDESTE;Teor de Etanol;27;% volume;Sim
2020-04-03;581150;Gasolina;GASOLINA C ADITIVADA;POSTO DRL;08.351.274/0001-37;BANDEIRA BRANCA;AVENIDA EWERTON XAVIER,2940;LOTES 14,15 16 QDA 72;ITAIPU;NITEROI;-22.9358246;-43.02375166;RJ;SUDESTE;Massa Específica a 20°C;710.9;kg/m³;Sim
2020-04-03;581150;Gasolina;GASOLINA C ADITIVADA;POSTO DRL;08.351.274/0001-37;BANDEIRA BRANCA;AVENIDA EWERTON XAVIER,2940;LOTES 14,15 16 QDA 72;ITAIPU;NITEROI;-22.9358246;-43.02375166;RJ;SUDESTE;Teor de Etanol;28;% volume;Sim
2020-04-24;581659;Gasolina;GASOLINA C ADITIVADA;POSTO ELEFANTINHO;28.698.652/0001-60;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA RJ 140,500;KM 5;CPO REDONDO;SAO PEDRO DA ALDEIA;-22.84160328;-42.07141521;RJ;SUDESTE;Massa Específica a 20°C;733.3;kg/m³;Sim
2020-04-24;581659;Gasolina;GASOLINA C ADITIVADA;POSTO ELEFANTINHO;28.698.652/0001-60;RAIZEN COMBUSTÍVEIS S.A.;RODOVIA RJ 140,500;KM 5;CPO REDONDO;SAO PEDRO DA ALDEIA;-22.84160328;-42.07141521;RJ;SUDESTE;Teor de Etanol;28;% volume;Sim
2020-04-29;582574;Gasolina;GASOLINA C ADITIVADA;POSTO CAPARAO;01.958.631/0001-80;ATLÂNTICA PRODUTOS DE PETRÓLEO LTDA.;RODOVIA BR 482,SN;;CELINA;ALEGRE;;;ES;SUDESTE;Destilação - 10%;55.0;°C;Sim
